ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,POVERTY_RATE,POVERTY_NUM,NBI_RATE,NBI_NUM,POVERTY_RATE_TOT,POVERTY_NUM_TOT,POVERTY_SOURCE
México,MEX,Hidalgo,MX13,Ixmiquilpan,MX13030,50.245,51508.1593,,,50.245,51508.1593,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Jacala de Ledezma,MX13031,43.685,5308.6012,,,43.685,5308.6012,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Jaltocán,MX13032,75.21,8051.2305,,,75.21,8051.2305,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Juárez Hidalgo,MX13033,55.637,1595.66916,,,55.637,1595.66916,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,La Misión,MX13040,61.95,6027.1155,,,61.95,6027.1155,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Lolotla,MX13034,77.17,7243.9479,,,77.17,7243.9479,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Metepec,MX13035,42.821,5749.57567,,,42.821,5749.57567,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Metztitlán,MX13037,51.889,11211.65623,,,51.889,11211.65623,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Mineral de la Reforma,MX13051,18.729,36439.51698,,,18.729,36439.51698,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Mineral del Chico,MX13038,42.845,3768.6462,,,42.845,3768.6462,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Mineral del Monte,MX13039,49.626,6972.94926,,,49.626,6972.94926,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Mixquiahuala de Juárez,MX13041,39.749,18750.00079,,,39.749,18750.00079,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Molango de Escamilla,MX13042,59.717,6628.587,,,59.717,6628.587,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Nicolás Flores,MX13043,67.644,4198.66308,,,67.644,4198.66308,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Nopala de Villagrán,MX13044,43.092,7697.52396,,,43.092,7697.52396,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Omitlán de Juárez,MX13045,44.748,4120.84332,,,44.748,4120.84332,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Pachuca de Soto,MX13048,28.224,84657.32352,,,28.224,84657.32352,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Pacula,MX13047,53.88,2534.5152,,,53.88,2534.5152,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Pisaflores,MX13049,61.687,12000.58898,,,61.687,12000.58898,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Progreso de Obregón,MX13050,38.975,8946.3215,,,38.975,8946.3215,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,San Agustín Metzquititlán,MX13036,53.048,4966.35376,,,53.048,4966.35376,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,San Agustín Tlaxiaca,MX13052,43.41,17501.1756,,,43.41,17501.1756,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,San Bartolo Tutotepec,MX13053,65.133,11531.14632,,,65.133,11531.14632,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,San Felipe Orizatlán,MX13046,68.923,26955.7853,,,68.923,26955.7853,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,San Salvador,MX13054,42.882,16441.81644,,,42.882,16441.81644,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Santiago de Anaya,MX13055,48.997,9766.57201,,,48.997,9766.57201,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Santiago Tulantepec de Lugo Guerrero,MX13056,39.154,14519.08628,,,39.154,14519.08628,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Singuilucan,MX13057,48.888,7643.6388,,,48.888,7643.6388,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tasquillo,MX13058,51.628,9505.74736,,,51.628,9505.74736,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tecozautla,MX13059,44.224,17729.84384,,,44.224,17729.84384,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tenango de Doria,MX13060,63.541,11228.33011,,,63.541,11228.33011,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tepeapulco,MX13061,31.548,16664.60004,,,31.548,16664.60004,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tepehuacán de Guerrero,MX13062,81.584,24999.78512,,,81.584,24999.78512,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tepeji del Río de Ocampo,MX13063,32.268,27611.7276,,,32.268,27611.7276,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tepetitlán,MX13064,42.042,4779.33456,,,42.042,4779.33456,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tetepango,MX13065,53.891,6065.97096,,,53.891,6065.97096,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tezontepec de Aldama,MX13067,55.106,30334.75088,,,55.106,30334.75088,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tianguistengo,MX13068,79.22,11578.003,,,79.22,11578.003,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tizayuca,MX13069,35.893,57614.00788,,,35.893,57614.00788,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tlahuelilpan,MX13070,50.153,9257.74227,,,50.153,9257.74227,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tlahuiltepa,MX13071,71.166,6406.36332,,,71.166,6406.36332,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tlanalapa,MX13072,35.305,3710.5555,,,35.305,3710.5555,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tlanchinol,MX13073,85.779,34967.80935,,,85.779,34967.80935,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tlaxcoapan,MX13074,54.465,14576.46795,,,54.465,14576.46795,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tolcayuca,MX13075,41.109,8640.28962,,,41.109,8640.28962,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tula de Allende,MX13076,27.758,30547.95658,,,27.758,30547.95658,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Tulancingo de Bravo,MX13077,44.517,71654.5632,,,44.517,71654.5632,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Villa de Tezontepec,MX13066,52.611,6752.09574,,,52.611,6752.09574,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Xochiatipan,MX13078,88.274,17101.32202,,,88.274,17101.32202,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Xochicoatlán,MX13079,55.603,3864.4085,,,55.603,3864.4085,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Yahualica,MX13080,79.543,21103.55333,,,79.543,21103.55333,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Zacualtipán de Ángeles,MX13081,59.43,21464.3331,,,59.43,21464.3331,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Zapotlán de Juárez,MX13082,49.602,10132.20054,,,49.602,10132.20054,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Zempoala,MX13083,34.298,19362.59292,,,34.298,19362.59292,Mapa de pobreza (2020)
México,MEX,Hidalgo,MX13,Zimapán,MX13084,40.523,15761.82608,,,40.523,15761.82608,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Acatic,MX14001,30.672,6331.92768,,,30.672,6331.92768,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Acatlán de Juárez,MX14002,28.34,7922.7304,,,28.34,7922.7304,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ahualulco de Mercado,MX14003,32.845,7517.23515,,,32.845,7517.23515,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Amacueca,MX14004,46.036,2656.2772,,,46.036,2656.2772,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Amatitán,MX14005,36.648,6136.7076,,,36.648,6136.7076,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ameca,MX14006,35.377,21979.02256,,,35.377,21979.02256,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Arandas,MX14008,33.959,27061.24792,,,33.959,27061.24792,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Atemajac de Brizuela,MX14010,73.206,5705.67564,,,73.206,5705.67564,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Atengo,MX14011,49.16,2765.25,,,49.16,2765.25,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Atenguillo,MX14012,17.434,731.53064,,,17.434,731.53064,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Atotonilco el Alto,MX14013,34.382,19595.67708,,,34.382,19595.67708,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Atoyac,MX14014,44.284,3865.9932,,,44.284,3865.9932,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Autlán de Navarro,MX14015,31.452,19668.5082,,,31.452,19668.5082,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ayotlán,MX14016,52.21,21990.3299,,,52.21,21990.3299,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ayutla,MX14017,44.146,4848.55518,,,44.146,4848.55518,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Bolaños,MX14019,54.749,3874.03924,,,54.749,3874.03924,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cabo Corrientes,MX14020,44.595,4847.4765,,,44.595,4847.4765,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cañadas de Obregón,MX14117,32.352,1426.07616,,,32.352,1426.07616,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Casimiro Castillo,MX14021,40.249,7968.49702,,,40.249,7968.49702,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Chapala,MX14030,38.522,25286.22602,,,38.522,25286.22602,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Chimaltitán,MX14031,65.809,2161.82565,,,65.809,2161.82565,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Chiquilistlán,MX14032,68.412,4112.24532,,,68.412,4112.24532,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cihuatlán,MX14022,45.962,19499.3785,,,45.962,19499.3785,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cocula,MX14024,38.385,10642.6251,,,38.385,10642.6251,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Colotlán,MX14025,37.749,6577.38576,,,37.749,6577.38576,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Concepción de Buenos Aires,MX14026,45.342,2885.56488,,,45.342,2885.56488,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cuautitlán de García Barragán,MX14027,57.503,9879.0154,,,57.503,9879.0154,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cuautla,MX14028,33.973,739.25248,,,33.973,739.25248,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Cuquío,MX14029,43.389,5999.83092,,,43.389,5999.83092,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Degollado,MX14033,42.653,10217.09962,,,42.653,10217.09962,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ejutla,MX14034,24.229,482.1571,,,24.229,482.1571,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,El Arenal,MX14009,30.923,6376.63183,,,30.923,6376.63183,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,El Grullo,MX14037,39.104,9969.95584,,,39.104,9969.95584,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,El Limón,MX14054,23.599,1272.69407,,,23.599,1272.69407,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,El Salto,MX14070,40.041,95823.31833,,,40.041,95823.31833,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Encarnación de Díaz,MX14035,37.266,18138.48018,,,37.266,18138.48018,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Etzatlán,MX14036,37.934,7097.07206,,,37.934,7097.07206,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Gómez Farías,MX14079,41.025,7356.603,,,41.025,7356.603,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Guachinango,MX14038,44.298,1868.93262,,,44.298,1868.93262,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Guadalajara,MX14039,24.822,336627.7727,,,24.822,336627.7727,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Hostotipaquillo,MX14040,63.675,5586.20775,,,63.675,5586.20775,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Huejúcar,MX14041,42.776,2544.31648,,,42.776,2544.31648,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Huejuquilla el Alto,MX14042,50.957,3880.88512,,,50.957,3880.88512,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ixtlahuacán de los Membrillos,MX14044,35.795,23528.7694,,,35.795,23528.7694,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ixtlahuacán del Río,MX14045,40.185,7740.83655,,,40.185,7740.83655,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Jalostotitlán,MX14046,39.933,12346.08561,,,39.933,12346.08561,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Jamay,MX14047,46.176,10810.26336,,,46.176,10810.26336,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Jesús María,MX14048,39.187,7142.61449,,,39.187,7142.61449,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Jilotlán de los Dolores,MX14049,53.262,5043.37878,,,53.262,5043.37878,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Jocotepec,MX14050,43.979,21474.50591,,,43.979,21474.50591,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Juanacatlán,MX14051,31.873,10246.53204,,,31.873,10246.53204,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Juchitlán,MX14052,44.805,2491.158,,,44.805,2491.158,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,La Barca,MX14018,41.223,23585.73945,,,41.223,23585.73945,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,La Huerta,MX14043,33.113,6757.70104,,,33.113,6757.70104,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,La Manzanilla de la Paz,MX14057,35.428,1458.92504,,,35.428,1458.92504,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Lagos de Moreno,MX14053,37.213,66171.41234,,,37.213,66171.41234,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Magdalena,MX14055,40.375,7940.1475,,,40.375,7940.1475,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Mascota,MX14058,38.259,4713.5088,,,38.259,4713.5088,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Mazamitla,MX14059,45.556,6664.38724,,,45.556,6664.38724,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Mexticacán,MX14060,58.262,3106.52984,,,58.262,3106.52984,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Mezquitic,MX14061,80.09,17768.7674,,,80.09,17768.7674,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Mixtlán,MX14062,24.543,897.04665,,,24.543,897.04665,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ocotlán,MX14063,28.438,29340.33774,,,28.438,29340.33774,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Ojuelos de Jalisco,MX14064,47.635,14481.9927,,,47.635,14481.9927,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Pihuamo,MX14065,42.323,4907.35185,,,42.323,4907.35185,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Poncitlán,MX14066,41.226,21831.2283,,,41.226,21831.2283,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Puerto Vallarta,MX14067,35.429,116693.5602,,,35.429,116693.5602,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Quitupan,MX14069,55.148,4284.9996,,,55.148,4284.9996,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Cristóbal de la Barranca,MX14071,42.921,1261.01898,,,42.921,1261.01898,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Diego de Alejandría,MX14072,43.128,3297.1356,,,43.128,3297.1356,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Gabriel,MX14113,39.25,6253.7025,,,39.25,6253.7025,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Ignacio Cerro Gordo,MX14125,39.108,6730.4868,,,39.108,6730.4868,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Juan de los Lagos,MX14073,36.06,25392.7308,,,36.06,25392.7308,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Juanito de Escobedo,MX14007,40.735,3860.45595,,,40.735,3860.45595,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Julián,MX14074,34.522,5276.34248,,,34.522,5276.34248,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Marcos,MX14075,44.81,1706.8129,,,44.81,1706.8129,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Martín de Bolaños,MX14076,34.885,1084.57465,,,34.885,1084.57465,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Martín Hidalgo,MX14077,38.064,9910.34304,,,38.064,9910.34304,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Miguel el Alto,MX14078,38.195,12084.51605,,,38.195,12084.51605,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Pedro Tlaquepaque,MX14098,27.355,194380.8003,,,27.355,194380.8003,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,San Sebastián del Oeste,MX14080,45.988,2349.9868,,,45.988,2349.9868,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Santa María de los Ángeles,MX14081,54.616,1928.49096,,,54.616,1928.49096,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Santa María del Oro,MX14056,55.319,1008.46537,,,55.319,1008.46537,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Sayula,MX14082,37.958,14386.84116,,,37.958,14386.84116,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tala,MX14083,28.287,25088.02317,,,28.287,25088.02317,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Talpa de Allende,MX14084,46.597,6309.69977,,,46.597,6309.69977,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tamazula de Gordiano,MX14085,31.624,11464.64872,,,31.624,11464.64872,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tapalpa,MX14086,46.594,9677.5738,,,46.594,9677.5738,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tecalitlán,MX14087,39.381,6838.51065,,,39.381,6838.51065,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Techaluta de Montenegro,MX14089,44.107,1804.41737,,,44.107,1804.41737,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tecolotlán,MX14088,37.64,5362.5708,,,37.64,5362.5708,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tenamaxtlán,MX14090,42.053,3085.00808,,,42.053,3085.00808,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Teocaltiche,MX14091,41.45,14318.9025,,,41.45,14318.9025,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Teocuitatlán de Corona,MX14092,44.885,4806.2858,,,44.885,4806.2858,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tepatitlán de Morelos,MX14093,28.934,38583.489,,,28.934,38583.489,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tequila,MX14094,40.553,17696.11261,,,40.553,17696.11261,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Teuchitlán,MX14095,21.227,2057.32084,,,21.227,2057.32084,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tizapán el Alto,MX14096,53.33,12673.3412,,,53.33,12673.3412,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tlajomulco de Zúñiga,MX14097,34.386,271637.021,,,34.386,271637.021,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tolimán,MX14099,46.14,5503.5792,,,46.14,5503.5792,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tomatlán,MX14100,46.244,16196.49856,,,46.244,16196.49856,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tonalá,MX14101,37.158,223523.2058,,,37.158,223523.2058,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tonaya,MX14102,28.856,1728.18584,,,28.856,1728.18584,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tonila,MX14103,29.001,2204.076,,,29.001,2204.076,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Totatiche,MX14104,37.161,1560.762,,,37.161,1560.762,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tototlán,MX14105,41.391,8628.36786,,,41.391,8628.36786,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tuxcacuesco,MX14106,36.555,2013.4494,,,36.555,2013.4494,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tuxcueca,MX14107,47.801,3218.44133,,,47.801,3218.44133,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Tuxpan,MX14108,37.79,14576.7367,,,37.79,14576.7367,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Unión de San Antonio,MX14109,34.419,6854.19966,,,34.419,6854.19966,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Unión de Tula,MX14110,37.03,4564.3178,,,37.03,4564.3178,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Valle de Guadalupe,MX14111,25.963,1728.61654,,,25.963,1728.61654,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Valle de Juárez,MX14112,44.535,2752.263,,,44.535,2752.263,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Villa Corona,MX14114,41.945,8180.1139,,,41.945,8180.1139,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Villa Guerrero,MX14115,49.409,2742.69359,,,49.409,2742.69359,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Villa Hidalgo,MX14116,44.878,8967.52196,,,44.878,8967.52196,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Villa Purificación,MX14068,45.601,4575.14833,,,45.601,4575.14833,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Yahualica de González Gallo,MX14118,39.625,7595.71625,,,39.625,7595.71625,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zacoalco de Torres,MX14119,49.871,13447.71515,,,49.871,13447.71515,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapopan,MX14120,26.596,387943.0859,,,26.596,387943.0859,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapotiltic,MX14121,35.147,13005.44441,,,35.147,13005.44441,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapotitlán de Vadillo,MX14122,47.62,3571.9762,,,47.62,3571.9762,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapotlán del Rey,MX14123,38.612,6833.16564,,,38.612,6833.16564,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapotlán el Grande,MX14023,26.398,30646.49412,,,26.398,30646.49412,Mapa de pobreza (2020)
México,MEX,Jalisco,MX14,Zapotlanejo,MX14124,38.031,24942.25104,,,38.031,24942.25104,Mapa de pobreza (2020)
México,MEX,México,MX15,Acambay de Ruíz Castañeda,MX15001,65.688,47174.49408,,,65.688,47174.49408,Mapa de pobreza (2020)
México,MEX,México,MX15,Acolman,MX15002,54.664,114934.3398,,,54.664,114934.3398,Mapa de pobreza (2020)
México,MEX,México,MX15,Aculco,MX15003,48.736,22505.79744,,,48.736,22505.79744,Mapa de pobreza (2020)
México,MEX,México,MX15,Almoloya de Alquisiras,MX15004,57.338,8803.67652,,,57.338,8803.67652,Mapa de pobreza (2020)
México,MEX,México,MX15,Almoloya de Juárez,MX15005,65.279,127113.2272,,,65.279,127113.2272,Mapa de pobreza (2020)
México,MEX,México,MX15,Almoloya del Río,MX15006,62.246,8321.66774,,,62.246,8321.66774,Mapa de pobreza (2020)
México,MEX,México,MX15,Amanalco,MX15007,68.302,15479.28226,,,68.302,15479.28226,Mapa de pobreza (2020)
México,MEX,México,MX15,Amatepec,MX15008,62.496,14609.06496,,,62.496,14609.06496,Mapa de pobreza (2020)
México,MEX,México,MX15,Amecameca,MX15009,59.745,29668.1721,,,59.745,29668.1721,Mapa de pobreza (2020)
México,MEX,México,MX15,Apaxco,MX15010,52.738,19091.156,,,52.738,19091.156,Mapa de pobreza (2020)
México,MEX,México,MX15,Atenco,MX15011,68.292,57579.71688,,,68.292,57579.71688,Mapa de pobreza (2020)
México,MEX,México,MX15,Atizapán,MX15012,62.788,8951.68516,,,62.788,8951.68516,Mapa de pobreza (2020)
México,MEX,México,MX15,Atizapán de Zaragoza,MX15013,38.307,210274.4013,,,38.307,210274.4013,Mapa de pobreza (2020)
México,MEX,México,MX15,Atlacomulco,MX15014,56.438,61130.8197,,,56.438,61130.8197,Mapa de pobreza (2020)
México,MEX,México,MX15,Atlautla,MX15015,75.595,20966.27325,,,75.595,20966.27325,Mapa de pobreza (2020)
México,MEX,México,MX15,Axapusco,MX15016,62.888,18492.84528,,,62.888,18492.84528,Mapa de pobreza (2020)
México,MEX,México,MX15,Ayapango,MX15017,47.784,4666.1076,,,47.784,4666.1076,Mapa de pobreza (2020)
México,MEX,México,MX15,Calimaya,MX15018,50.653,35441.39757,,,50.653,35441.39757,Mapa de pobreza (2020)
México,MEX,México,MX15,Capulhuac,MX15019,60.028,22927.6946,,,60.028,22927.6946,Mapa de pobreza (2020)
México,MEX,México,MX15,Chalco,MX15025,58.08,260805.9168,,,58.08,260805.9168,Mapa de pobreza (2020)
México,MEX,México,MX15,Chapa de Mota,MX15026,66.96,21162.0384,,,66.96,21162.0384,Mapa de pobreza (2020)
México,MEX,México,MX15,Chapultepec,MX15027,42.258,5786.81052,,,42.258,5786.81052,Mapa de pobreza (2020)
México,MEX,México,MX15,Chiautla,MX15028,60.549,19497.98898,,,60.549,19497.98898,Mapa de pobreza (2020)
México,MEX,México,MX15,Chicoloapan,MX15029,55.619,121223.8353,,,55.619,121223.8353,Mapa de pobreza (2020)
México,MEX,México,MX15,Chiconcuac,MX15030,64.191,18914.52006,,,64.191,18914.52006,Mapa de pobreza (2020)
México,MEX,México,MX15,Chimalhuacán,MX15031,68.868,493686.4561,,,68.868,493686.4561,Mapa de pobreza (2020)
México,MEX,México,MX15,Coacalco de Berriozábal,MX15020,28.616,91133.94752,,,28.616,91133.94752,Mapa de pobreza (2020)
México,MEX,México,MX15,Coatepec Harinas,MX15021,50.084,17602.52264,,,50.084,17602.52264,Mapa de pobreza (2020)
México,MEX,México,MX15,Cocotitlán,MX15022,51.321,8379.69288,,,51.321,8379.69288,Mapa de pobreza (2020)
México,MEX,México,MX15,Coyotepec,MX15023,54.098,22003.27954,,,54.098,22003.27954,Mapa de pobreza (2020)
México,MEX,México,MX15,Cuautitlán,MX15024,34.118,66675.1015,,,34.118,66675.1015,Mapa de pobreza (2020)
México,MEX,México,MX15,Cuautitlán Izcalli,MX15121,31.525,185704.948,,,31.525,185704.948,Mapa de pobreza (2020)
